file,class,isosurface_points,isosurface_cells
data/vtk/meningioma/Tr-me_973.vtk,meningioma,36594,72476
data/vtk/meningioma/Tr-me_974.vtk,meningioma,37216,73668
data/vtk/meningioma/Tr-me_975.vtk,meningioma,33714,67200
data/vtk/meningioma/Tr-me_976.vtk,meningioma,38528,76428
data/vtk/meningioma/Tr-me_977.vtk,meningioma,17978,35384
data/vtk/meningioma/Tr-me_978.vtk,meningioma,28654,56852
data/vtk/meningioma/Tr-me_979.vtk,meningioma,57624,114776
data/vtk/meningioma/Tr-me_98.vtk,meningioma,26348,52032
data/vtk/meningioma/Tr-me_980.vtk,meningioma,70183,138764
data/vtk/meningioma/Tr-me_981.vtk,meningioma,59502,118116
data/vtk/meningioma/Tr-me_982.vtk,meningioma,46314,91924
data/vtk/meningioma/Tr-me_983.vtk,meningioma,40134,79764
data/vtk/meningioma/Tr-me_984.vtk,meningioma,60094,119304
data/vtk/meningioma/Tr-me_985.vtk,meningioma,55750,111252
data/vtk/meningioma/Tr-me_986.vtk,meningioma,25014,49416
data/vtk/meningioma/Tr-me_987.vtk,meningioma,57708,114868
data/vtk/meningioma/Tr-me_988.vtk,meningioma,40069,79460
data/vtk/meningioma/Tr-me_989.vtk,meningioma,47814,95020
data/vtk/meningioma/Tr-me_99.vtk,meningioma,120829,241248
data/vtk/meningioma/Tr-me_990.vtk,meningioma,51540,102596
data/vtk/meningioma/Tr-me_991.vtk,meningioma,20382,40244
data/vtk/meningioma/Tr-me_992.vtk,meningioma,36932,73808
data/vtk/meningioma/Tr-me_993.vtk,meningioma,48134,95644
data/vtk/meningioma/Tr-me_994.vtk,meningioma,37632,74564
data/vtk/meningioma/Tr-me_995.vtk,meningioma,29256,58164
data/vtk/meningioma/Tr-me_996.vtk,meningioma,33002,65104
data/vtk/meningioma/Tr-me_997.vtk,meningioma,47794,95492
data/vtk/meningioma/Tr-me_998.vtk,meningioma,39542,78584
data/vtk/meningioma/Tr-me_999.vtk,meningioma,46920,93212
data/vtk/notumor/Tr-no_1.vtk,notumor,185280,368360
data/vtk/notumor/Tr-no_10.vtk,notumor,105264,209136
data/vtk/notumor/Tr-no_100.vtk,notumor,108600,217004
data/vtk/notumor/Tr-no_1000.vtk,notumor,48502,95988
data/vtk/notumor/Tr-no_1001.vtk,notumor,175518,350300
data/vtk/notumor/Tr-no_1002.vtk,notumor,84144,165688
data/vtk/notumor/Tr-no_1003.vtk,notumor,36350,71736
data/vtk/notumor/Tr-no_1004.vtk,notumor,65522,130048
data/vtk/notumor/Tr-no_1005.vtk,notumor,110650,218684
data/vtk/notumor/Tr-no_1006.vtk,notumor,65880,130516
data/vtk/notumor/Tr-no_1007.vtk,notumor,55550,109560
data/vtk/notumor/Tr-no_1008.vtk,notumor,165136,329432
data/vtk/notumor/Tr-no_1009.vtk,notumor,139942,278598
data/vtk/notumor/Tr-no_101.vtk,notumor,199601,398110
data/vtk/notumor/Tr-no_1010.vtk,notumor,53616,106252
data/vtk/notumor/Tr-no_1011.vtk,notumor,57486,113552
data/vtk/notumor/Tr-no_1012.vtk,notumor,85110,169072
data/vtk/notumor/Tr-no_1013.vtk,notumor,16488,31756
data/vtk/notumor/Tr-no_1014.vtk,notumor,151435,299292
data/vtk/notumor/Tr-no_1015.vtk,notumor,65798,130364
data/vtk/notumor/Tr-no_1016.vtk,notumor,100644,199972
data/vtk/notumor/Tr-no_1017.vtk,notumor,141117,281804
data/vtk/notumor/Tr-no_1018.vtk,notumor,46170,91048
data/vtk/notumor/Tr-no_1019.vtk,notumor,25764,50808
data/vtk/notumor/Tr-no_102.vtk,notumor,29522,58572
data/vtk/notumor/Tr-no_1020.vtk,notumor,179862,359572
data/vtk/notumor/Tr-no_1021.vtk,notumor,223466,445912
data/vtk/notumor/Tr-no_1022.vtk,notumor,88096,175144
data/vtk/notumor/Tr-no_1023.vtk,notumor,118866,235952
data/vtk/notumor/Tr-no_1024.vtk,notumor,48945,96240
data/vtk/notumor/Tr-no_1025.vtk,notumor,116676,232696
data/vtk/notumor/Tr-no_1026.vtk,notumor,41978,83432
data/vtk/notumor/Tr-no_1027.vtk,notumor,134244,266748
data/vtk/notumor/Tr-no_1028.vtk,notumor,156992,311836
data/vtk/notumor/Tr-no_1029.vtk,notumor,11652,22760
data/vtk/notumor/Tr-no_103.vtk,notumor,45225,89350
data/vtk/notumor/Tr-no_1030.vtk,notumor,156968,311788
data/vtk/notumor/Tr-no_1031.vtk,notumor,177085,353492
data/vtk/notumor/Tr-no_1032.vtk,notumor,86806,173000
data/vtk/notumor/Tr-no_1033.vtk,notumor,114450,226188
data/vtk/notumor/Tr-no_1034.vtk,notumor,193189,384540
data/vtk/notumor/Tr-no_1035.vtk,notumor,12364,24160
data/vtk/notumor/Tr-no_1036.vtk,notumor,74886,149464
data/vtk/notumor/Tr-no_1037.vtk,notumor,112438,222676
data/vtk/notumor/Tr-no_1038.vtk,notumor,5450,10672
data/vtk/notumor/Tr-no_1039.vtk,notumor,11524,22512
data/vtk/notumor/Tr-no_104.vtk,notumor,125920,249824
data/vtk/notumor/Tr-no_1040.vtk,notumor,139960,277316
data/vtk/notumor/Tr-no_1041.vtk,notumor,161940,323876
data/vtk/notumor/Tr-no_1042.vtk,notumor,66524,131692
data/vtk/notumor/Tr-no_1043.vtk,notumor,125718,249436
data/vtk/notumor/Tr-no_1044.vtk,notumor,52798,104144
data/vtk/notumor/Tr-no_1045.vtk,notumor,201268,401996
data/vtk/notumor/Tr-no_1046.vtk,notumor,172988,345484
data/vtk/notumor/Tr-no_1047.vtk,notumor,214874,428980
data/vtk/notumor/Tr-no_1048.vtk,notumor,128912,256852
data/vtk/notumor/Tr-no_1049.vtk,notumor,100742,199668
data/vtk/notumor/Tr-no_105.vtk,notumor,48502,95988
data/vtk/notumor/Tr-no_1050.vtk,notumor,112404,223240
data/vtk/notumor/Tr-no_1051.vtk,notumor,12544,24504
data/vtk/notumor/Tr-no_1052.vtk,notumor,220382,438972
data/vtk/notumor/Tr-no_1053.vtk,notumor,310,584
data/vtk/notumor/Tr-no_1054.vtk,notumor,175656,350952
data/vtk/notumor/Tr-no_1055.vtk,notumor,47666,93972
data/vtk/notumor/Tr-no_1056.vtk,notumor,20238,39960
data/vtk/notumor/Tr-no_1057.vtk,notumor,375133,745012
data/vtk/notumor/Tr-no_1058.vtk,notumor,45128,89162
data/vtk/notumor/Tr-no_1059.vtk,notumor,47800,95064
data/vtk/notumor/Tr-no_106.vtk,notumor,143982,287516
data/vtk/notumor/Tr-no_1060.vtk,notumor,18568,36424
data/vtk/notumor/Tr-no_1061.vtk,notumor,82865,164636
data/vtk/notumor/Tr-no_1062.vtk,notumor,18390,36048
data/vtk/notumor/Tr-no_1063.vtk,notumor,28848,56920
data/vtk/notumor/Tr-no_1064.vtk,notumor,61781,122524
data/vtk/notumor/Tr-no_1065.vtk,notumor,51944,102316
data/vtk/notumor/Tr-no_1066.vtk,notumor,12610,24624
data/vtk/notumor/Tr-no_1067.vtk,notumor,116688,232196
data/vtk/notumor/Tr-no_1068.vtk,notumor,119760,237728
data/vtk/notumor/Tr-no_1069.vtk,notumor,153280,303972
data/vtk/notumor/Tr-no_107.vtk,notumor,113586,226888
data/vtk/notumor/Tr-no_1070.vtk,notumor,29891,58188
data/vtk/notumor/Tr-no_1071.vtk,notumor,133932,266148
data/vtk/notumor/Tr-no_1072.vtk,notumor,203366,405840
data/vtk/notumor/Tr-no_1073.vtk,notumor,140146,279760
data/vtk/notumor/Tr-no_1074.vtk,notumor,74582,147880
data/vtk/notumor/Tr-no_1075.vtk,notumor,41936,83344
data/vtk/notumor/Tr-no_1076.vtk,notumor,154696,308428
data/vtk/notumor/Tr-no_1077.vtk,notumor,128024,255200
data/vtk/notumor/Tr-no_1078.vtk,notumor,154608,308284
data/vtk/notumor/Tr-no_1079.vtk,notumor,72458,143824
data/vtk/notumor/Tr-no_108.vtk,notumor,47530,93736
data/vtk/notumor/Tr-no_1080.vtk,notumor,118840,235444
data/vtk/notumor/Tr-no_1081.vtk,notumor,202544,405212
data/vtk/notumor/Tr-no_1082.vtk,notumor,82759,164424
data/vtk/notumor/Tr-no_1083.vtk,notumor,34276,67760
data/vtk/notumor/Tr-no_1084.vtk,notumor,30354,60032
data/vtk/notumor/Tr-no_1085.vtk,notumor,68761,136120
data/vtk/notumor/Tr-no_1086.vtk,notumor,109428,217332
data/vtk/notumor/Tr-no_1087.vtk,notumor,47678,94172
data/vtk/notumor/Tr-no_1088.vtk,notumor,11290,22336
data/vtk/notumor/Tr-no_1089.vtk,notumor,76862,151952
data/vtk/notumor/Tr-no_109.vtk,notumor,18390,36048
data/vtk/notumor/Tr-no_1090.vtk,notumor,33778,66836
data/vtk/notumor/Tr-no_1091.vtk,notumor,11628,22720
data/vtk/notumor/Tr-no_1092.vtk,notumor,144270,285780
data/vtk/notumor/Tr-no_1093.vtk,notumor,97462,192908
data/vtk/notumor/Tr-no_1094.vtk,notumor,179416,359252
data/vtk/notumor/Tr-no_1095.vtk,notumor,204094,408056
data/vtk/notumor/Tr-no_1096.vtk,notumor,16598,32740
data/vtk/notumor/Tr-no_1097.vtk,notumor,58024,115380
data/vtk/notumor/Tr-no_1098.vtk,notumor,87667,173716
data/vtk/notumor/Tr-no_1099.vtk,notumor,206162,409208
data/vtk/notumor/Tr-no_11.vtk,notumor,30982,61276
data/vtk/notumor/Tr-no_110.vtk,notumor,114970,229664
data/vtk/notumor/Tr-no_1100.vtk,notumor,98104,195264
data/vtk/notumor/Tr-no_1101.vtk,notumor,57602,113640
data/vtk/notumor/Tr-no_1102.vtk,notumor,133932,266164
data/vtk/notumor/Tr-no_1103.vtk,notumor,216102,430328
data/vtk/notumor/Tr-no_1104.vtk,notumor,183298,361868
data/vtk/notumor/Tr-no_1105.vtk,notumor,180329,360596
data/vtk/notumor/Tr-no_1106.vtk,notumor,366649,729432
data/vtk/notumor/Tr-no_1107.vtk,notumor,45958,90660
data/vtk/notumor/Tr-no_1108.vtk,notumor,74570,148020
data/vtk/notumor/Tr-no_1109.vtk,notumor,107249,211688
data/vtk/notumor/Tr-no_111.vtk,notumor,301038,601636
data/vtk/notumor/Tr-no_1110.vtk,notumor,181564,359428
data/vtk/notumor/Tr-no_1111.vtk,notumor,65236,129148
data/vtk/notumor/Tr-no_1112.vtk,notumor,17810,34856
data/vtk/notumor/Tr-no_1113.vtk,notumor,17528,34288
data/vtk/notumor/Tr-no_1114.vtk,notumor,252341,502200
data/vtk/notumor/Tr-no_1115.vtk,notumor,88662,176028
data/vtk/notumor/Tr-no_1116.vtk,notumor,175454,350544
data/vtk/notumor/Tr-no_1117.vtk,notumor,46152,91012
data/vtk/notumor/Tr-no_1118.vtk,notumor,5448,10672
data/vtk/notumor/Tr-no_1119.vtk,notumor,109746,217812
data/vtk/notumor/Tr-no_112.vtk,notumor,189854,379184
data/vtk/notumor/Tr-no_1120.vtk,notumor,102839,205788
data/vtk/notumor/Tr-no_1121.vtk,notumor,253022,501680
data/vtk/notumor/Tr-no_1122.vtk,notumor,217394,434296
data/vtk/notumor/Tr-no_1123.vtk,notumor,208835,415420
data/vtk/notumor/Tr-no_1124.vtk,notumor,18596,36496
data/vtk/notumor/Tr-no_1125.vtk,notumor,44252,87300
data/vtk/notumor/Tr-no_1126.vtk,notumor,174518,348292
data/vtk/notumor/Tr-no_1127.vtk,notumor,193784,387224
data/vtk/notumor/Tr-no_1128.vtk,notumor,74378,147468
data/vtk/notumor/Tr-no_1129.vtk,notumor,108568,215112
data/vtk/notumor/Tr-no_113.vtk,notumor,34114,67448
data/vtk/notumor/Tr-no_1130.vtk,notumor,188994,377548
data/vtk/notumor/Tr-no_1131.vtk,notumor,81852,160700
data/vtk/notumor/Tr-no_1132.vtk,notumor,86980,173332
data/vtk/notumor/Tr-no_1133.vtk,notumor,138458,275620
data/vtk/notumor/Tr-no_1134.vtk,notumor,82865,164636
data/vtk/notumor/Tr-no_1135.vtk,notumor,164872,328912
data/vtk/notumor/Tr-no_1136.vtk,notumor,48116,95404
data/vtk/notumor/Tr-no_1137.vtk,notumor,209462,418968
data/vtk/notumor/Tr-no_1138.vtk,notumor,134038,266372
data/vtk/notumor/Tr-no_1139.vtk,notumor,105236,209080
data/vtk/notumor/Tr-no_114.vtk,notumor,146694,292044
data/vtk/notumor/Tr-no_1140.vtk,notumor,74426,148324
data/vtk/notumor/Tr-no_1141.vtk,notumor,50798,100448
data/vtk/notumor/Tr-no_1142.vtk,notumor,38202,75160
data/vtk/notumor/Tr-no_1143.vtk,notumor,287800,573104
data/vtk/notumor/Tr-no_1144.vtk,notumor,209504,419068
data/vtk/notumor/Tr-no_1145.vtk,notumor,52754,104048
data/vtk/notumor/Tr-no_1146.vtk,notumor,140486,280648
data/vtk/notumor/Tr-no_1147.vtk,notumor,380898,760480
data/vtk/notumor/Tr-no_1148.vtk,notumor,17974,35120
data/vtk/notumor/Tr-no_1149.vtk,notumor,640,1232
data/vtk/notumor/Tr-no_115.vtk,notumor,213346,426028
data/vtk/notumor/Tr-no_1150.vtk,notumor,74394,147672
data/vtk/notumor/Tr-no_1151.vtk,notumor,112084,222640
data/vtk/notumor/Tr-no_1152.vtk,notumor,154812,307092
data/vtk/notumor/Tr-no_1153.vtk,notumor,169714,338640
data/vtk/notumor/Tr-no_1154.vtk,notumor,117406,233348
data/vtk/notumor/Tr-no_1155.vtk,notumor,26584,52504
data/vtk/notumor/Tr-no_1156.vtk,notumor,68144,134600
data/vtk/notumor/Tr-no_1157.vtk,notumor,176924,352952
data/vtk/notumor/Tr-no_1158.vtk,notumor,12544,24504
data/vtk/notumor/Tr-no_1159.vtk,notumor,175282,349992
data/vtk/notumor/Tr-no_116.vtk,notumor,97637,193324
data/vtk/notumor/Tr-no_1160.vtk,notumor,220104,439412
data/vtk/notumor/Tr-no_1161.vtk,notumor,290240,578808
data/vtk/notumor/Tr-no_1162.vtk,notumor,154554,306596
data/vtk/notumor/Tr-no_1163.vtk,notumor,46736,92276
data/vtk/notumor/Tr-no_1164.vtk,notumor,139708,278040
data/vtk/notumor/Tr-no_1165.vtk,notumor,97994,195032
data/vtk/notumor/Tr-no_1166.vtk,notumor,44174,87152
data/vtk/notumor/Tr-no_1167.vtk,notumor,174414,348100
data/vtk/notumor/Tr-no_1168.vtk,notumor,2106,4008
data/vtk/notumor/Tr-no_1169.vtk,notumor,58753,116508
data/vtk/notumor/Tr-no_117.vtk,notumor,160962,320966
data/vtk/notumor/Tr-no_1170.vtk,notumor,46274,91384
data/vtk/notumor/Tr-no_1171.vtk,notumor,148872,295560
data/vtk/notumor/Tr-no_1172.vtk,notumor,48356,95972
data/vtk/notumor/Tr-no_1173.vtk,notumor,185118,370328
data/vtk/notumor/Tr-no_1174.vtk,notumor,53640,105008
data/vtk/notumor/Tr-no_1175.vtk,notumor,143954,287692
data/vtk/notumor/Tr-no_1176.vtk,notumor,232611,462916
data/vtk/notumor/Tr-no_1177.vtk,notumor,183282,361836
data/vtk/notumor/Tr-no_1178.vtk,notumor,189854,379184
data/vtk/notumor/Tr-no_1179.vtk,notumor,20776,41048
data/vtk/notumor/Tr-no_118.vtk,notumor,187422,373150
data/vtk/notumor/Tr-no_1180.vtk,notumor,64698,127964
data/vtk/notumor/Tr-no_1181.vtk,notumor,158667,315852
data/vtk/notumor/Tr-no_1182.vtk,notumor,251492,501924
data/vtk/notumor/Tr-no_1183.vtk,notumor,18390,36048
data/vtk/notumor/Tr-no_1184.vtk,notumor,173874,347184
data/vtk/notumor/Tr-no_1185.vtk,notumor,147156,292928
data/vtk/notumor/Tr-no_1186.vtk,notumor,141854,280652
data/vtk/notumor/Tr-no_1187.vtk,notumor,195670,390440
data/vtk/notumor/Tr-no_1188.vtk,notumor,213346,426028
data/vtk/notumor/Tr-no_1189.vtk,notumor,322636,643672
data/vtk/notumor/Tr-no_119.vtk,notumor,82830,164536
data/vtk/notumor/Tr-no_1190.vtk,notumor,60186,119428
data/vtk/notumor/Tr-no_1191.vtk,notumor,221074,440596
data/vtk/notumor/Tr-no_1192.vtk,notumor,216390,432268
data/vtk/notumor/Tr-no_1193.vtk,notumor,51882,102628
data/vtk/notumor/Tr-no_1194.vtk,notumor,57308,113364
data/vtk/notumor/Tr-no_1195.vtk,notumor,110969,220628
data/vtk/notumor/Tr-no_1196.vtk,notumor,161098,321250
data/vtk/notumor/Tr-no_1197.vtk,notumor,79822,159056
data/vtk/notumor/Tr-no_1198.vtk,notumor,105228,209064
data/vtk/notumor/Tr-no_1199.vtk,notumor,151802,300144
data/vtk/notumor/Tr-no_12.vtk,notumor,130376,259876
data/vtk/notumor/Tr-no_120.vtk,notumor,177307,352420
data/vtk/notumor/Tr-no_1200.vtk,notumor,65852,130456
data/vtk/notumor/Tr-no_1201.vtk,notumor,124107,246420
data/vtk/notumor/Tr-no_1202.vtk,notumor,220,416
data/vtk/notumor/Tr-no_1203.vtk,notumor,61668,122768
data/vtk/notumor/Tr-no_1204.vtk,notumor,204728,409328
data/vtk/notumor/Tr-no_1205.vtk,notumor,10306,20336
data/vtk/notumor/Tr-no_1206.vtk,notumor,53348,105188
data/vtk/notumor/Tr-no_1207.vtk,notumor,45216,89322
data/vtk/notumor/Tr-no_1208.vtk,notumor,243135,485200
data/vtk/notumor/Tr-no_1209.vtk,notumor,65818,130392
data/vtk/notumor/Tr-no_121.vtk,notumor,97637,193324
data/vtk/notumor/Tr-no_1210.vtk,notumor,50093,99520
data/vtk/notumor/Tr-no_1211.vtk,notumor,122002,241964
data/vtk/notumor/Tr-no_1212.vtk,notumor,165562,330304
data/vtk/notumor/Tr-no_1213.vtk,notumor,113696,224592
data/vtk/notumor/Tr-no_1214.vtk,notumor,87270,173924
data/vtk/notumor/Tr-no_1215.vtk,notumor,46302,91324
data/vtk/notumor/Tr-no_1216.vtk,notumor,37558,74020
data/vtk/notumor/Tr-no_1217.vtk,notumor,52652,103864
data/vtk/notumor/Tr-no_1218.vtk,notumor,34936,69244
data/vtk/notumor/Tr-no_1219.vtk,notumor,119602,238092
data/vtk/notumor/Tr-no_122.vtk,notumor,140336,280372
data/vtk/notumor/Tr-no_1220.vtk,notumor,46170,91184
data/vtk/notumor/Tr-no_1221.vtk,notumor,280684,561072
data/vtk/notumor/Tr-no_1222.vtk,notumor,111894,222256
data/vtk/notumor/Tr-no_1223.vtk,notumor,230629,455648
data/vtk/notumor/Tr-no_1224.vtk,notumor,5456,10688
data/vtk/notumor/Tr-no_1225.vtk,notumor,83251,165384
data/vtk/notumor/Tr-no_1226.vtk,notumor,230670,461184
data/vtk/notumor/Tr-no_1227.vtk,notumor,214856,428940
data/vtk/notumor/Tr-no_1228.vtk,notumor,232983,463644
data/vtk/notumor/Tr-no_1229.vtk,notumor,46142,90992
data/vtk/notumor/Tr-no_123.vtk,notumor,8418,16532
data/vtk/notumor/Tr-no_1230.vtk,notumor,112925,224476
data/vtk/notumor/Tr-no_1231.vtk,notumor,74390,147500
data/vtk/notumor/Tr-no_1232.vtk,notumor,110707,220120
data/vtk/notumor/Tr-no_1233.vtk,notumor,193046,384316
data/vtk/notumor/Tr-no_1234.vtk,notumor,52754,104048
data/vtk/notumor/Tr-no_1235.vtk,notumor,117406,233348
data/vtk/notumor/Tr-no_1236.vtk,notumor,187443,373202
data/vtk/notumor/Tr-no_1237.vtk,notumor,204448,408804
data/vtk/notumor/Tr-no_1238.vtk,notumor,139247,276196
data/vtk/notumor/Tr-no_1239.vtk,notumor,18644,36364
data/vtk/notumor/Tr-no_124.vtk,notumor,88570,175284
data/vtk/notumor/Tr-no_1240.vtk,notumor,81916,162008
data/vtk/notumor/Tr-no_1241.vtk,notumor,54368,106348
data/vtk/notumor/Tr-no_1242.vtk,notumor,96930,193716
data/vtk/notumor/Tr-no_1243.vtk,notumor,100894,200000
data/vtk/notumor/Tr-no_1244.vtk,notumor,46304,91440
data/vtk/notumor/Tr-no_1245.vtk,notumor,118688,235560
data/vtk/notumor/Tr-no_1246.vtk,notumor,202458,405016
data/vtk/notumor/Tr-no_1247.vtk,notumor,119346,236880
data/vtk/notumor/Tr-no_1248.vtk,notumor,170744,341080
data/vtk/notumor/Tr-no_1249.vtk,notumor,237814,473032
data/vtk/notumor/Tr-no_125.vtk,notumor,159965,318008
data/vtk/notumor/Tr-no_1250.vtk,notumor,59830,119180
data/vtk/notumor/Tr-no_1251.vtk,notumor,213874,427012
data/vtk/notumor/Tr-no_1252.vtk,notumor,134174,266600
data/vtk/notumor/Tr-no_1253.vtk,notumor,57308,113364
data/vtk/notumor/Tr-no_1254.vtk,notumor,194466,387884
data/vtk/notumor/Tr-no_1255.vtk,notumor,170876,340952
data/vtk/notumor/Tr-no_1256.vtk,notumor,12336,24088
data/vtk/notumor/Tr-no_1257.vtk,notumor,18612,36512
data/vtk/notumor/Tr-no_1258.vtk,notumor,97524,192968
data/vtk/notumor/Tr-no_1259.vtk,notumor,17456,34152
data/vtk/notumor/Tr-no_126.vtk,notumor,236628,471296
data/vtk/notumor/Tr-no_1260.vtk,notumor,138396,275492
data/vtk/notumor/Tr-no_1261.vtk,notumor,89538,179292
data/vtk/notumor/Tr-no_1262.vtk,notumor,42520,84004
data/vtk/notumor/Tr-no_1263.vtk,notumor,26742,52816
data/vtk/notumor/Tr-no_1264.vtk,notumor,32932,65024
data/vtk/notumor/Tr-no_1265.vtk,notumor,189854,379184
data/vtk/notumor/Tr-no_1266.vtk,notumor,50150,99644
data/vtk/notumor/Tr-no_1267.vtk,notumor,122176,243172
data/vtk/notumor/Tr-no_1268.vtk,notumor,47810,94424
data/vtk/notumor/Tr-no_1269.vtk,notumor,164236,328436
data/vtk/notumor/Tr-no_127.vtk,notumor,163214,325972
data/vtk/notumor/Tr-no_1270.vtk,notumor,150640,297832
data/vtk/notumor/Tr-no_1271.vtk,notumor,93286,185032
data/vtk/notumor/Tr-no_1272.vtk,notumor,138046,274776
data/vtk/notumor/Tr-no_1273.vtk,notumor,114080,226024
data/vtk/notumor/Tr-no_1274.vtk,notumor,135998,271168
data/vtk/notumor/Tr-no_1275.vtk,notumor,240824,480940
data/vtk/notumor/Tr-no_1276.vtk,notumor,220263,438808
data/vtk/notumor/Tr-no_1277.vtk,notumor,37554,73908
data/vtk/notumor/Tr-no_1278.vtk,notumor,152250,300928
data/vtk/notumor/Tr-no_1279.vtk,notumor,71086,141372
data/vtk/notumor/Tr-no_128.vtk,notumor,128270,256236
data/vtk/notumor/Tr-no_1280.vtk,notumor,26662,52680
data/vtk/notumor/Tr-no_1281.vtk,notumor,84088,165552
data/vtk/notumor/Tr-no_1282.vtk,notumor,110651,220020
data/vtk/notumor/Tr-no_1283.vtk,notumor,209354,418780
data/vtk/notumor/Tr-no_1284.vtk,notumor,84512,167848
data/vtk/notumor/Tr-no_1285.vtk,notumor,50588,100572
data/vtk/notumor/Tr-no_1286.vtk,notumor,47942,94728
data/vtk/notumor/Tr-no_1287.vtk,notumor,290540,581008
data/vtk/notumor/Tr-no_1288.vtk,notumor,134910,268300
data/vtk/notumor/Tr-no_1289.vtk,notumor,2724,5184
data/vtk/notumor/Tr-no_129.vtk,notumor,72458,143824
data/vtk/notumor/Tr-no_1290.vtk,notumor,97954,194956
data/vtk/notumor/Tr-no_1291.vtk,notumor,2290,4504
data/vtk/notumor/Tr-no_1292.vtk,notumor,158926,316364
data/vtk/notumor/Tr-no_1293.vtk,notumor,217516,434516
data/vtk/notumor/Tr-no_1294.vtk,notumor,185512,369366
data/vtk/notumor/Tr-no_1295.vtk,notumor,52538,103784
data/vtk/notumor/Tr-no_1296.vtk,notumor,140769,281072
data/vtk/notumor/Tr-no_1297.vtk,notumor,108500,215348
data/vtk/notumor/Tr-no_1298.vtk,notumor,102621,203144
data/vtk/notumor/Tr-no_1299.vtk,notumor,153988,307040
data/vtk/notumor/Tr-no_13.vtk,notumor,375132,745020
data/vtk/notumor/Tr-no_130.vtk,notumor,195542,390772
data/vtk/notumor/Tr-no_1300.vtk,notumor,185490,369350
data/vtk/notumor/Tr-no_1301.vtk,notumor,87489,173356
data/vtk/notumor/Tr-no_1302.vtk,notumor,31710,62980
data/vtk/notumor/Tr-no_1303.vtk,notumor,185220,368810
data/vtk/notumor/Tr-no_1304.vtk,notumor,34250,67704
data/vtk/notumor/Tr-no_1305.vtk,notumor,59919,118984
data/vtk/notumor/Tr-no_1306.vtk,notumor,84140,165684
data/vtk/notumor/Tr-no_1307.vtk,notumor,90244,180068
data/vtk/notumor/Tr-no_1308.vtk,notumor,144115,285480
data/vtk/notumor/Tr-no_1309.vtk,notumor,38804,77224
data/vtk/notumor/Tr-no_131.vtk,notumor,90157,177590
data/vtk/notumor/Tr-no_1310.vtk,notumor,187538,374660
data/vtk/notumor/Tr-no_1311.vtk,notumor,230302,454980
data/vtk/notumor/Tr-no_1312.vtk,notumor,74715,147156
data/vtk/notumor/Tr-no_1313.vtk,notumor,74660,148208
data/vtk/notumor/Tr-no_1314.vtk,notumor,102688,205484
data/vtk/notumor/Tr-no_1315.vtk,notumor,109468,217408
data/vtk/notumor/Tr-no_1316.vtk,notumor,66570,131924
data/vtk/notumor/Tr-no_1317.vtk,notumor,21348,42188
data/vtk/notumor/Tr-no_1318.vtk,notumor,63871,127040
data/vtk/notumor/Tr-no_1319.vtk,notumor,119239,236424
data/vtk/notumor/Tr-no_132.vtk,notumor,193350,386388
data/vtk/notumor/Tr-no_1320.vtk,notumor,20776,41048
data/vtk/notumor/Tr-no_1321.vtk,notumor,84484,167792
data/vtk/notumor/Tr-no_1322.vtk,notumor,114532,226372
data/vtk/notumor/Tr-no_1323.vtk,notumor,32146,63372
data/vtk/notumor/Tr-no_1324.vtk,notumor,283705,567072
data/vtk/notumor/Tr-no_1325.vtk,notumor,154716,306912
data/vtk/notumor/Tr-no_1326.vtk,notumor,32074,63228
data/vtk/notumor/Tr-no_1327.vtk,notumor,239882,480164
data/vtk/notumor/Tr-no_1328.vtk,notumor,17440,34148
data/vtk/notumor/Tr-no_1329.vtk,notumor,41777,82420
data/vtk/notumor/Tr-no_133.vtk,notumor,118688,235560
data/vtk/notumor/Tr-no_1330.vtk,notumor,41920,83316
data/vtk/notumor/Tr-no_1331.vtk,notumor,110246,218916
data/vtk/notumor/Tr-no_1332.vtk,notumor,231671,457744
data/vtk/notumor/Tr-no_1333.vtk,notumor,105636,210032
data/vtk/notumor/Tr-no_1334.vtk,notumor,92860,184348
data/vtk/notumor/Tr-no_1335.vtk,notumor,37568,74052
data/vtk/notumor/Tr-no_1336.vtk,notumor,58687,116384
data/vtk/notumor/Tr-no_1337.vtk,notumor,87391,173100
data/vtk/notumor/Tr-no_1338.vtk,notumor,110771,220232
data/vtk/notumor/Tr-no_1339.vtk,notumor,65798,130364
data/vtk/notumor/Tr-no_134.vtk,notumor,29444,58384
data/vtk/notumor/Tr-no_1340.vtk,notumor,51206,101260
data/vtk/notumor/Tr-no_1341.vtk,notumor,140470,280616
data/vtk/notumor/Tr-no_1342.vtk,notumor,79430,157668
data/vtk/notumor/Tr-no_1343.vtk,notumor,28882,56976
data/vtk/notumor/Tr-no_1344.vtk,notumor,62435,123972
data/vtk/notumor/Tr-no_1345.vtk,notumor,75970,150472
data/vtk/notumor/Tr-no_1346.vtk,notumor,26734,52808
data/vtk/notumor/Tr-no_1347.vtk,notumor,26544,52448
data/vtk/notumor/Tr-no_1348.vtk,notumor,71504,141576
data/vtk/notumor/Tr-no_1349.vtk,notumor,5450,10672
data/vtk/notumor/Tr-no_135.vtk,notumor,125952,249864
data/vtk/notumor/Tr-no_1350.vtk,notumor,161628,322278
data/vtk/notumor/Tr-no_1351.vtk,notumor,196543,392288
data/vtk/notumor/Tr-no_1352.vtk,notumor,73236,145964
data/vtk/notumor/Tr-no_1353.vtk,notumor,146674,293408
